ID,Jornada,Tela / etapa,Elemento,Texto atual,Texto recomendado,Decisão,Prioridade,Critério aplicado,Condição de exibição,Natureza,Arquivo-fonte
188,Diagnóstico guiado,Resultado · Evidências,Rótulo/valor,Download vs. contratado: {percentual}%,Velocidade recebida do plano: {percentual}%,Ajustar,Média,Clareza e objetividade,Conforme situação e dados disponíveis,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
189,Diagnóstico guiado,Resultado · Evidências,Rótulo/valor,Sinal da operadora: {sinal} dBm,Força do sinal da operadora: {sinal} dBm,Ajustar,Média,Clareza e objetividade,Conforme situação e dados disponíveis,Template variável,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
190,Diagnóstico guiado,Resultado · Evidências,Rótulo/valor,Relato: melhora sem Wi-Fi: Melhora muito,Ao usar a rede móvel: melhora muito,Ajustar,Média,Clareza e objetividade,Conforme situação e dados disponíveis,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
191,Diagnóstico guiado,Resultado · Evidências,Rótulo/valor,Relato: melhora sem Wi-Fi: Melhora um pouco,Ao usar a rede móvel: melhora um pouco,Ajustar,Média,Clareza e objetividade,Conforme situação e dados disponíveis,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
192,Diagnóstico guiado,Resultado · Evidências,Rótulo/valor,Relato: melhora sem Wi-Fi: Não muda,Ao usar a rede móvel: não muda,Ajustar,Média,Clareza e objetividade,Conforme situação e dados disponíveis,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
193,Diagnóstico guiado,Resultado · Evidências,Rótulo/valor,Relato: melhora sem Wi-Fi: Não testado,Comparação com a rede móvel: não feita,Ajustar,Média,Clareza e objetividade,Conforme situação e dados disponíveis,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
194,Diagnóstico guiado,Resultado · Internet cai ou oscila,Mensagem OK,Não encontramos perda de pacotes nem oscilação fora do esperado nos últimos testes.,Não encontramos falhas na conexão nem oscilação fora do esperado nos últimos testes.,Ajustar,Média,Clareza e objetividade,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
195,Diagnóstico guiado,Resultado · Internet cai ou oscila,Mensagem Atenção,Há sinais de instabilidade na sua rede — perda de pacotes ou oscilação um pouco acima do ideal.,Sinais de instabilidade na sua rede: falhas na conexão ou oscilação um pouco acima do ideal.,Ajustar,Média,Clareza e objetividade,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
196,Diagnóstico guiado,Resultado · Internet cai ou oscila,Mensagem Crítico,Sinal de instabilidade real na sua rede — perda de pacotes e oscilação acima do esperado para uma conexão estável.,Sinal de instabilidade real na sua rede: falhas na conexão e oscilação acima do esperado para uma conexão estável.,Ajustar,Média,Clareza e objetividade,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
197,Diagnóstico guiado,Resultado · Internet cai ou oscila,Ação recomendada,Reposicione o roteador longe de paredes e eletrônicos,Reposicione o roteador longe de paredes e eletrônicos,Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
198,Diagnóstico guiado,Resultado · Internet cai ou oscila,Ação recomendada,Teste por cabo pra isolar se é Wi-Fi ou operadora,Teste por cabo para isolar se é Wi-Fi ou operadora,Ajustar,Média,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
199,Diagnóstico guiado,Resultado · Vídeos travam ou dão buffer,Mensagem OK,Download e atraso sob carga dentro do esperado — a rede aguenta streaming em boa qualidade.,Download e atraso sob carga dentro do esperado. Sua rede aguenta streaming em boa qualidade.,Ajustar,Média,Clareza e objetividade,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
200,Diagnóstico guiado,Resultado · Vídeos travam ou dão buffer,Mensagem Atenção,O atraso sob carga ou o download ficaram no limite — streaming pode perder qualidade em horário de pico.,O atraso sob carga ou o download ficaram no limite. O streaming pode perder qualidade em horário de pico.,Ajustar,Média,Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
201,Diagnóstico guiado,Resultado · Vídeos travam ou dão buffer,Mensagem Crítico,"O download cai bastante sob carga, com atraso alto — isso costuma travar o vídeo ou derrubar a qualidade sozinho.","O download cai bastante sob carga, com atraso alto. Isso costuma travar o vídeo ou derrubar a qualidade sozinho.",Ajustar,Média,Clareza e objetividade,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
202,Diagnóstico guiado,Resultado · Vídeos travam ou dão buffer,Ação recomendada,Pause downloads em segundo plano durante o streaming,Pause downloads em segundo plano durante o streaming,Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
203,Diagnóstico guiado,Resultado · Vídeos travam ou dão buffer,Ação recomendada,Teste novamente fora do horário de pico,Teste novamente fora do horário de pico,Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
204,Diagnóstico guiado,Resultado · Jogos com lag ou ping alto,Mensagem OK,"Latência, jitter e perda dentro da faixa recomendada para jogos online.","Tempo de resposta, variação do tempo de resposta e falhas na conexão dentro da faixa recomendada para jogos online.",Ajustar,Alta,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
205,Diagnóstico guiado,Resultado · Jogos com lag ou ping alto,Mensagem Atenção,Latência sob carga ou jitter no limite — pode haver atraso perceptível em momentos de disputa.,O tempo de resposta sob carga ou a variação do tempo de resposta estão no limite. Pode haver atraso perceptível em momentos de disputa.,Ajustar,Alta,Simplificar termo técnico; Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
206,Diagnóstico guiado,Resultado · Jogos com lag ou ping alto,Mensagem Crítico,Latência sob carga está prejudicando suas partidas — faixa crítica para jogos competitivos.,O tempo de resposta sob carga está prejudicando suas partidas. Faixa crítica para jogos competitivos.,Ajustar,Média,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
207,Diagnóstico guiado,Resultado · Jogos com lag ou ping alto,Ação recomendada,Jogue com cabo de rede em vez de Wi-Fi,Jogue com cabo de rede em vez de Wi-Fi,Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
208,Diagnóstico guiado,Resultado · Jogos com lag ou ping alto,Ação recomendada,"Ative priorização de jogos (QoS) no roteador, se disponível","Ative priorização de jogos (prioridade de tráfego) no roteador, se disponível",Ajustar,Alta,Simplificar termo técnico,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
209,Diagnóstico guiado,Resultado · Chamadas de vídeo congelam,Mensagem OK,"Jitter, perda e upload dentro do esperado — a rede sustenta chamada de vídeo estável.","A variação do tempo de resposta, a perda e o upload estão dentro do esperado. A rede sustenta uma chamada de vídeo estável.",Ajustar,Alta,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
210,Diagnóstico guiado,Resultado · Chamadas de vídeo congelam,Mensagem Atenção,Jitter ou upload no limite — chamadas podem sofrer quando a rede está mais ocupada.,A variação do tempo de resposta ou o upload estão no limite. As chamadas podem sofrer quando a rede está mais ocupada.,Ajustar,Alta,Simplificar termo técnico; Preservar incerteza,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
211,Diagnóstico guiado,Resultado · Chamadas de vídeo congelam,Mensagem Crítico,Jitter alto e/ou upload comprometido — isso costuma congelar a imagem ou cortar o áudio na chamada.,A variação do tempo de resposta está alta e/ou o upload está comprometido. Isso costuma congelar a imagem ou cortar o áudio na chamada.,Ajustar,Alta,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
212,Diagnóstico guiado,Resultado · Chamadas de vídeo congelam,Ação recomendada,Peça pra outras pessoas em casa pausarem downloads durante a chamada,Peça para outras pessoas em casa pausarem downloads durante a chamada,Ajustar,Média,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
213,Diagnóstico guiado,Resultado · Chamadas de vídeo congelam,Ação recomendada,Prefira cabo de rede pra chamadas importantes,Prefira cabo de rede para chamadas importantes,Ajustar,Média,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
214,Diagnóstico guiado,Resultado · Sites demoram para carregar,Mensagem OK,Latência dentro do esperado — sites devem abrir sem demora perceptível.,O tempo de resposta está dentro do esperado. Os sites devem abrir sem demora perceptível.,Ajustar,Média,Simplificar termo técnico,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
215,Diagnóstico guiado,Resultado · Sites demoram para carregar,Mensagem Atenção,A resolução de nomes (DNS) ou a latência geral estão um pouco lentas.,A resolução de nomes (serviço que localiza sites) ou a tempo de resposta geral estão um pouco lentas.,Ajustar,Média,Simplificar termo técnico,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
216,Diagnóstico guiado,Resultado · Sites demoram para carregar,Mensagem Crítico,Latência de DNS ou latência geral alta — isso costuma atrasar o carregamento de sites.,O tempo de resposta do DNS ou o tempo de resposta geral estão altos. Isso costuma atrasar o carregamento de sites.,Ajustar,Média,Simplificar termo técnico,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
217,Diagnóstico guiado,Resultado · Sites demoram para carregar,Ação recomendada,Troque o DNS da rede para um provedor mais rápido nas configurações,Troque o DNS da rede nas configurações. Um DNS mais rápido pode acelerar a abertura de sites,Ajustar,Média,Simplificar termo técnico,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
218,Diagnóstico guiado,Resultado · Sites demoram para carregar,Ação recomendada,Teste novamente em outro navegador pra descartar cache,Teste novamente em outro navegador para descartar cache,Ajustar,Média,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
219,Diagnóstico guiado,Resultado · Sites demoram para carregar,Ação recomendada,Repita o teste com a métrica de DNS ativa pra isolar melhor a causa,Repita o teste com a medição de DNS ativa para isolar melhor a causa,Ajustar,Média,Simplificar termo técnico,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
220,Diagnóstico guiado,Resultado · Velocidade não chega no contratado,Mensagem OK,O download medido está próximo ou acima do que você contratou.,O download medido está próximo ou acima do que você contratou.,Manter,Baixa,Clareza e objetividade,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
221,Diagnóstico guiado,Resultado · Velocidade não chega no contratado,Mensagem Atenção,O download ficou um pouco abaixo do esperado para o plano contratado.,O download ficou um pouco abaixo do esperado para o plano contratado.,Manter,Baixa,Clareza e objetividade,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
222,Diagnóstico guiado,Resultado · Velocidade não chega no contratado,Mensagem Crítico,Resultado bem abaixo do plano contratado.,Resultado bem abaixo do plano contratado.,Manter,Baixa,Clareza e objetividade,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
223,Diagnóstico guiado,Resultado · Velocidade não chega no contratado,Ação recomendada,Repita o teste conectado por cabo de rede,Repita o teste conectado por cabo de rede,Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
224,Diagnóstico guiado,Resultado · Velocidade não chega no contratado,Ação recomendada,"Se o resultado persistir por cabo, contate a operadora com este resultado","Se o resultado persistir por cabo, contate a operadora com este resultado",Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
225,Diagnóstico guiado,Resultado · Não sei se é o Wi-Fi ou a operadora,Mensagem OK,Sinal da conexão atual dentro do esperado — problema não parece estar entre roteador e dispositivos.,O sinal da conexão atual está dentro do esperado. O problema não parece estar entre o roteador e os dispositivos.,Ajustar,Média,Preservar incerteza,Status agregado = OK,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
226,Diagnóstico guiado,Resultado · Não sei se é o Wi-Fi ou a operadora,Mensagem Atenção,Sinal um pouco abaixo do ideal — vale testar por cabo ou reposicionar o roteador antes de acionar a operadora.,O sinal está um pouco abaixo do ideal. Vale testar por cabo ou reposicionar o roteador antes de acionar a operadora.,Ajustar,Média,Clareza e objetividade,Status agregado = Atenção,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
227,Diagnóstico guiado,Resultado · Não sei se é o Wi-Fi ou a operadora,Mensagem Crítico,"Problema parece estar entre roteador e dispositivos, não na internet contratada.","Problema parece estar entre roteador e dispositivos, não na internet contratada.",Manter,Baixa,Preservar incerteza,Status agregado = Crítico,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
228,Diagnóstico guiado,Resultado · Não sei se é o Wi-Fi ou a operadora,Ação recomendada,Reposicione o roteador ou troque o canal Wi-Fi,Reposicione o roteador ou troque o canal Wi-Fi,Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
229,Diagnóstico guiado,Resultado · Não sei se é o Wi-Fi ou a operadora,Ação recomendada,"Se o problema for só de um aparelho, teste esquecer e reconectar a rede nele","Se o problema for só de um aparelho, teste esquecer e reconectar a rede nele",Manter,Baixa,Clareza e objetividade,Status diferente de OK e dados suficientes,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
230,Diagnóstico guiado,Resultado,Mensagem inconclusiva,Não há dados suficientes deste teste para avaliar esta situação. Refaça o teste de velocidade e tente novamente.,Não há dados suficientes deste teste para avaliar esta situação. Refaça o teste de velocidade e tente novamente.,Manter,Baixa,Clareza e objetividade,Nenhuma métrica relevante disponível,Fixo condicionado,android/core/diagnostico/src/main/kotlin/io/signallq/app/core/diagnostico/DiagnosticoGuiadoEngine.kt
231,Diagnóstico guiado,Validação,Aviso,Este resultado não é confiável o suficiente para um diagnóstico guiado. Refaça o teste de velocidade mantendo a mesma rede.,Este resultado não é confiável o suficiente para um diagnóstico guiado. Refaça o teste de velocidade mantendo a mesma rede.,Manter,Baixa,Clareza e objetividade,Resultado não confiável para conclusão,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
232,Diagnóstico guiado,Resultado,Seção,Próximo passo sugerido,Próximo passo,Ajustar,Média,Clareza e objetividade,Há ferramenta fortemente associada ao objetivo,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
233,Diagnóstico guiado,Resultado,Título,Testar servidores DNS,Verificar a abertura de sites,Ajustar,Média,Simplificar termo técnico,Objetivo Sites ou Velocidade,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
234,Diagnóstico guiado,Resultado,Descrição,Sites lentos ou velocidade abaixo do contratado podem melhorar trocando o servidor DNS.,Vamos verificar se o serviço que localiza os sites está deixando a navegação lenta.,Ajustar,Média,Simplificar termo técnico; Preservar incerteza,Objetivo Sites ou Velocidade,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
235,Diagnóstico guiado,Resultado,CTA,Testar DNS,Verificar abertura de sites,Ajustar,Média,Simplificar termo técnico,Objetivo Sites ou Velocidade,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
236,Diagnóstico guiado,Resultado,Título/CTA,Ativar monitoramento,Acompanhar a conexão,Ajustar,Média,Clareza e objetividade,Objetivo Internet cai ou oscila,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
237,Diagnóstico guiado,Resultado,Descrição,"Acompanhe quedas e oscilações em segundo plano, sem precisar abrir o app toda hora.",O SignallQ pode acompanhar quedas e oscilações automaticamente.,Ajustar,Média,Clareza e objetividade,Objetivo Internet cai ou oscila,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
238,Diagnóstico guiado,Resultado,Título/CTA,Ver sinal Wi-Fi,Ver a força do Wi-Fi,Ajustar,Média,Clareza e objetividade,Objetivo Wi-Fi vs. operadora,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
239,Diagnóstico guiado,Resultado,Descrição,"Veja RSSI, banda e padrão Wi-Fi em tempo real pra saber se o problema é do roteador ou da operadora.",Veja a força do Wi-Fi para entender se o problema está dentro de casa ou na operadora.,Ajustar,Alta,Simplificar termo técnico,Objetivo Wi-Fi vs. operadora,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
240,Diagnóstico guiado,Resultado,CTA,Falar com a operadora,Entrar em contato com a operadora,Ajustar,Média,Clareza e objetividade,Categoria de diagnóstico ISP ou fibra,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
241,Diagnóstico guiado,Resultado,Fallback,Operadora,Operadora,Manter,Baixa,Clareza e objetividade,Nome não resolvido,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
242,Diagnóstico guiado,Resultado,Descrição,Atendimento oficial disponível,Canais oficiais disponíveis,Ajustar,Média,Clareza e objetividade,Resumo da operadora,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
243,Diagnóstico guiado,Resultado,Seção,Configurações,Sugestão,Ajustar,Média,Clareza e objetividade,Existe decisão do motor de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
244,Diagnóstico guiado,Resultado,CTA,Ver diagnóstico por jogo (Modo gamer),Analisar um jogo específico,Ajustar,Média,Clareza e objetividade,Objetivo Jogos e callback disponível,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
245,Diagnóstico guiado,Resultado,CTA,Escolher outra situação,Analisar outro problema,Ajustar,Média,Clareza e objetividade,Resultado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
246,Diagnóstico guiado,Resultado,CTA,Ir para o início,Voltar ao início,Ajustar,Média,Clareza e objetividade,Resultado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
247,Diagnóstico guiado,Recomendação contextual,Tipo,DICA GRATUITA,DICA,Ajustar,Média,Clareza e objetividade,Conforme tipo de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
248,Diagnóstico guiado,Recomendação contextual,Tipo,TUTORIAL,TUTORIAL,Manter,Baixa,Clareza e objetividade,Conforme tipo de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
249,Diagnóstico guiado,Recomendação contextual,Tipo,CONFIGURAÇÃO,AJUSTE RECOMENDADO,Ajustar,Média,Clareza e objetividade,Conforme tipo de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
250,Diagnóstico guiado,Recomendação contextual,Tipo,PRODUTO RECOMENDADO,PRODUTO SUGERIDO,Ajustar,Média,Clareza e objetividade,Conforme tipo de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
251,Diagnóstico guiado,Recomendação contextual,Tipo,OFERTA PARCEIRA,OFERTA DE PARCEIRO,Ajustar,Média,Clareza e objetividade,Conforme tipo de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
252,Diagnóstico guiado,Recomendação contextual,Tipo,OFERTA DA OPERADORA,OFERTA DA OPERADORA,Manter,Baixa,Clareza e objetividade,Conforme tipo de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
253,Diagnóstico guiado,Recomendação contextual,Tipo,PUBLICIDADE,PUBLICIDADE,Manter,Baixa,Clareza e objetividade,Conforme tipo de recomendação,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
254,Diagnóstico guiado,Recomendação contextual,Título,Reposicione seu roteador,Reposicione seu roteador,Manter,Baixa,Clareza e objetividade,Wi-Fi fraco,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
255,Diagnóstico guiado,Recomendação contextual,Título,Melhore o sinal da rede movel,Melhore o sinal da rede móvel,Ajustar,Média,Clareza e objetividade,Sinal móvel baixo,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
256,Diagnóstico guiado,Recomendação contextual,Título,Troque o DNS da sua rede,Troque o serviço que localiza sites da sua rede,Ajustar,Média,Simplificar termo técnico,DNS lento,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
257,Diagnóstico guiado,Recomendação contextual,Título,Como reduzir o bufferbloat ativando QoS no roteador,Como deixar a internet mais estável quando a rede está ocupada,Ajustar,Alta,Simplificar termo técnico,Bufferbloat alto,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
258,Diagnóstico guiado,Recomendação contextual,Título,Repetidor Wi-Fi recomendado para o seu caso,Repetidor Wi-Fi recomendado para o seu caso,Manter,Baixa,Clareza e objetividade,Produto afiliado habilitado e sinal baixo,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
259,Diagnóstico guiado,Recomendação contextual,Título,Roteador parceiro com melhor cobertura para sua casa,Roteador parceiro com melhor cobertura para sua casa,Manter,Baixa,Clareza e objetividade,Oferta de parceiro habilitada,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
260,Diagnóstico guiado,Recomendação contextual,Título,Planos com mais velocidade disponiveis para o seu endereco,Veja planos com mais velocidade disponíveis na sua região,Ajustar,Média,Clareza e objetividade,Oferta de operadora habilitada,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
261,Diagnóstico guiado,Recomendação contextual,Título,Anuncio nativo (fallback),Conteúdo patrocinado,Ajustar,Média,Clareza e objetividade,Fallback habilitado,Fixo condicionado,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/catalog/LocalRecommendationCatalog.kt
262,Diagnóstico guiado,Recomendação contextual,Título,{título da recomendação},{título da recomendação},Manter,Baixa,Clareza e objetividade,Card renderizado,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
263,Diagnóstico guiado,Recomendação contextual,Motivo expansível,{motivo calculado pelo motor},{motivo calculado pelo motor},Manter,Baixa,Clareza e objetividade,Card expandido,Template variável,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/RecommendationEngine.kt
264,Diagnóstico guiado,Recomendação contextual,Template de motivo,Casou com tags: {tags} ({percentual}% de match).,Esta sugestão combina com o problema identificado.,Ajustar,Alta,Clareza e objetividade,Há tags correspondentes,Template variável,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/RecommendationEngine.kt
265,Diagnóstico guiado,Recomendação contextual,Template de motivo,Sem recomendacao contextual elegivel; usando fallback {tipo}.,Não encontrei uma sugestão específica para este resultado.,Ajustar,Média,Clareza e objetividade,Sem correspondência contextual,Template variável,android/core/recommendation/src/main/kotlin/io/signallq/app/core/recommendation/RecommendationEngine.kt
266,Diagnóstico guiado,Recomendação contextual,Feedback,Útil,Útil,Manter,Baixa,Clareza e objetividade,Sem feedback anterior,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
267,Diagnóstico guiado,Recomendação contextual,Feedback,Não útil,Não útil,Manter,Baixa,Clareza e objetividade,Sem feedback anterior,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
